,Batsmen,Country,Runs,OUT,Mins,Balls,4's,6's,SR,inn,opp,ground,date,Year,100's,50's,30's,Stadium,cont
7604,D Pretorius,South Africa,DNB,0,-,-,-,-,-,1,England,Southampton,21-Jun-17,2017,0,0,0,England,Europe
7605,WD Parnell,South Africa,DNB,0,-,-,-,-,-,1,England,Southampton,21-Jun-17,2017,0,0,0,England,Europe
7606,SW Billings,England,DNB,0,-,-,-,-,-,2,South Africa,Southampton,21-Jun-17,2017,0,0,0,England,Europe
7607,CJ Jordan,England,DNB,0,-,-,-,-,-,2,South Africa,Southampton,21-Jun-17,2017,0,0,0,England,Europe
7608,LA Dawson,England,DNB,0,-,-,-,-,-,2,South Africa,Southampton,21-Jun-17,2017,0,0,0,England,Europe
7609,MS Crane,England,DNB,0,-,-,-,-,-,2,South Africa,Southampton,21-Jun-17,2017,0,0,0,England,Europe
7610,JC Buttler,England,DNB,0,-,-,-,-,-,2,South Africa,Southampton,21-Jun-17,2017,0,0,0,England,Europe
7611,EJG Morgan,England,DNB,0,-,-,-,-,-,2,South Africa,Southampton,21-Jun-17,2017,0,0,0,England,Europe
7612,MA Wood,England,DNB,0,-,-,-,-,-,2,South Africa,Southampton,21-Jun-17,2017,0,0,0,England,Europe
7613,DJ Willey,England,DNB,0,-,-,-,-,-,2,South Africa,Southampton,21-Jun-17,2017,0,0,0,England,Europe
7614,T Shamsi,South Africa,DNB,0,-,-,-,-,-,1,England,Taunton,23-Jun-17,2017,0,0,0,England,Europe
7615,CJ Jordan,England,DNB,0,-,-,-,-,-,2,South Africa,Taunton,23-Jun-17,2017,0,0,0,England,Europe
7616,TK Curran,England,DNB,0,-,-,-,-,-,2,South Africa,Taunton,23-Jun-17,2017,0,0,0,England,Europe
7617,DJ Willey,England,DNB,0,-,-,-,-,-,2,South Africa,Taunton,23-Jun-17,2017,0,0,0,England,Europe
7618,MS Crane,England,DNB,0,-,-,-,-,-,1,South Africa,Cardiff,25-Jun-17,2017,0,0,0,England,Europe
7619,Imran Tahir,South Africa,DNB,0,-,-,-,-,-,2,England,Cardiff,25-Jun-17,2017,0,0,0,England,Europe
7620,D Paterson,South Africa,DNB,0,-,-,-,-,-,2,England,Cardiff,25-Jun-17,2017,0,0,0,England,Europe
7621,Mohammed Shami,INDIA,DNB,0,-,-,-,-,-,1,West Indies,Kingston,9-Jul-17,2017,0,0,0,West Indies,North America
7622,Kuldeep Yadav,INDIA,DNB,0,-,-,-,-,-,1,West Indies,Kingston,9-Jul-17,2017,0,0,0,West Indies,North America
7623,B Kumar,INDIA,DNB,0,-,-,-,-,-,1,West Indies,Kingston,9-Jul-17,2017,0,0,0,West Indies,North America
7624,R Powell,West Indies,DNB,0,-,-,-,-,-,2,India,Kingston,9-Jul-17,2017,0,0,0,West Indies,North America
7625,KOK Williams,West Indies,DNB,0,-,-,-,-,-,2,India,Kingston,9-Jul-17,2017,0,0,0,West Indies,North America
7626,CAK Walton,West Indies,DNB,0,-,-,-,-,-,2,India,Kingston,9-Jul-17,2017,0,0,0,West Indies,North America
7627,SP Narine,West Indies,DNB,0,-,-,-,-,-,2,India,Kingston,9-Jul-17,2017,0,0,0,West Indies,North America
7628,S Badree,West Indies,DNB,0,-,-,-,-,-,2,India,Kingston,9-Jul-17,2017,0,0,0,West Indies,North America
7629,CR Brathwaite,West Indies,DNB,0,-,-,-,-,-,2,India,Kingston,9-Jul-17,2017,0,0,0,West Indies,North America
7630,KA Pollard,West Indies,DNB,0,-,-,-,-,-,2,India,Kingston,9-Jul-17,2017,0,0,0,West Indies,North America
7631,JE Taylor,West Indies,DNB,0,-,-,-,-,-,2,India,Kingston,9-Jul-17,2017,0,0,0,West Indies,North America
7632,JJ Bumrah,INDIA,DNB,0,-,-,-,-,-,2,Sri Lanka,Colombo (RPS),6-Sep-17,2017,0,0,0,Sri Lanka,Asia
7633,AR Patel,INDIA,DNB,0,-,-,-,-,-,2,Sri Lanka,Colombo (RPS),6-Sep-17,2017,0,0,0,Sri Lanka,Asia
7634,KM Jadhav,INDIA,DNB,0,-,-,-,-,-,2,Sri Lanka,Colombo (RPS),6-Sep-17,2017,0,0,0,Sri Lanka,Asia
7635,Kuldeep Yadav,INDIA,DNB,0,-,-,-,-,-,2,Sri Lanka,Colombo (RPS),6-Sep-17,2017,0,0,0,Sri Lanka,Asia
7636,YS Chahal,INDIA,DNB,0,-,-,-,-,-,2,Sri Lanka,Colombo (RPS),6-Sep-17,2017,0,0,0,Sri Lanka,Asia
7637,B Kumar,INDIA,DNB,0,-,-,-,-,-,2,Sri Lanka,Colombo (RPS),6-Sep-17,2017,0,0,0,Sri Lanka,Asia
7638,JP Behrendorff,Australia,DNB,0,-,-,-,-,-,1,India,Ranchi,7-Oct-17,2017,0,0,0,India,Asia
7639,MS Dhoni,INDIA,DNB,0,-,-,-,-,-,2,Australia,Ranchi,7-Oct-17,2017,0,0,0,India,Asia
7640,HH Pandya,INDIA,DNB,0,-,-,-,-,-,2,Australia,Ranchi,7-Oct-17,2017,0,0,0,India,Asia
7641,YS Chahal,INDIA,DNB,0,-,-,-,-,-,2,Australia,Ranchi,7-Oct-17,2017,0,0,0,India,Asia
7642,KM Jadhav,INDIA,DNB,0,-,-,-,-,-,2,Australia,Ranchi,7-Oct-17,2017,0,0,0,India,Asia
7643,JJ Bumrah,INDIA,DNB,0,-,-,-,-,-,2,Australia,Ranchi,7-Oct-17,2017,0,0,0,India,Asia
7644,Kuldeep Yadav,INDIA,DNB,0,-,-,-,-,-,2,Australia,Ranchi,7-Oct-17,2017,0,0,0,India,Asia
7645,B Kumar,INDIA,DNB,0,-,-,-,-,-,2,Australia,Ranchi,7-Oct-17,2017,0,0,0,India,Asia
7646,MK Pandey,INDIA,DNB,0,-,-,-,-,-,2,Australia,Ranchi,7-Oct-17,2017,0,0,0,India,Asia
7647,MP Stoinis,Australia,DNB,0,-,-,-,-,-,2,India,Guwahati,10-Oct-17,2017,0,0,0,India,Asia
7648,NM Coulter-Nile,Australia,DNB,0,-,-,-,-,-,2,India,Guwahati,10-Oct-17,2017,0,0,0,India,Asia
7649,TD Paine,Australia,DNB,0,-,-,-,-,-,2,India,Guwahati,10-Oct-17,2017,0,0,0,India,Asia
7650,AJ Tye,Australia,DNB,0,-,-,-,-,-,2,India,Guwahati,10-Oct-17,2017,0,0,0,India,Asia
7651,GJ Maxwell,Australia,DNB,0,-,-,-,-,-,2,India,Guwahati,10-Oct-17,2017,0,0,0,India,Asia
7652,JP Behrendorff,Australia,DNB,0,-,-,-,-,-,2,India,Guwahati,10-Oct-17,2017,0,0,0,India,Asia
7653,A Zampa,Australia,DNB,0,-,-,-,-,-,2,India,Guwahati,10-Oct-17,2017,0,0,0,India,Asia
7654,AL Phehlukwayo,South Africa,DNB,0,-,-,-,-,-,1,Bangladesh,Bloemfontein,26-Oct-17,2017,0,0,0,South Africa,Africa
7655,R Frylinck,South Africa,DNB,0,-,-,-,-,-,1,Bangladesh,Bloemfontein,26-Oct-17,2017,0,0,0,South Africa,Africa
7656,BE Hendricks,South Africa,DNB,0,-,-,-,-,-,1,Bangladesh,Bloemfontein,26-Oct-17,2017,0,0,0,South Africa,Africa
7657,D Paterson,South Africa,DNB,0,-,-,-,-,-,1,Bangladesh,Bloemfontein,26-Oct-17,2017,0,0,0,South Africa,Africa
7658,AM Phangiso,South Africa,DNB,0,-,-,-,-,-,1,Bangladesh,Bloemfontein,26-Oct-17,2017,0,0,0,South Africa,Africa
7659,R Frylinck,South Africa,DNB,0,-,-,-,-,-,1,Bangladesh,Potchefstroom,29-Oct-17,2017,0,0,0,South Africa,Africa
7660,BE Hendricks,South Africa,DNB,0,-,-,-,-,-,1,Bangladesh,Potchefstroom,29-Oct-17,2017,0,0,0,South Africa,Africa
7661,D Pretorius,South Africa,DNB,0,-,-,-,-,-,1,Bangladesh,Potchefstroom,29-Oct-17,2017,0,0,0,South Africa,Africa
7662,AM Phangiso,South Africa,DNB,0,-,-,-,-,-,1,Bangladesh,Potchefstroom,29-Oct-17,2017,0,0,0,South Africa,Africa
7663,AL Phehlukwayo,South Africa,DNB,0,-,-,-,-,-,1,Bangladesh,Potchefstroom,29-Oct-17,2017,0,0,0,South Africa,Africa
7664,JJ Bumrah,INDIA,DNB,0,-,-,-,-,-,1,New Zealand,Delhi,1-Nov-17,2017,0,0,0,India,Asia
7665,AR Patel,INDIA,DNB,0,-,-,-,-,-,1,New Zealand,Delhi,1-Nov-17,2017,0,0,0,India,Asia
7666,B Kumar,INDIA,DNB,0,-,-,-,-,-,1,New Zealand,Delhi,1-Nov-17,2017,0,0,0,India,Asia
7667,A Nehra,INDIA,DNB,0,-,-,-,-,-,1,New Zealand,Delhi,1-Nov-17,2017,0,0,0,India,Asia
7668,SS Iyer,INDIA,DNB,0,-,-,-,-,-,1,New Zealand,Delhi,1-Nov-17,2017,0,0,0,India,Asia
7669,YS Chahal,INDIA,DNB,0,-,-,-,-,-,1,New Zealand,Delhi,1-Nov-17,2017,0,0,0,India,Asia
7670,TA Boult,New Zealand,DNB,0,-,-,-,-,-,2,India,Delhi,1-Nov-17,2017,0,0,0,India,Asia
7671,TA Boult,New Zealand,DNB,0,-,-,-,-,-,1,India,Rajkot,4-Nov-17,2017,0,0,0,India,Asia
7672,C de Grandhomme,New Zealand,DNB,0,-,-,-,-,-,1,India,Rajkot,4-Nov-17,2017,0,0,0,India,Asia
7673,HM Nicholls,New Zealand,DNB,0,-,-,-,-,-,1,India,Rajkot,4-Nov-17,2017,0,0,0,India,Asia
7674,AF Milne,New Zealand,DNB,0,-,-,-,-,-,1,India,Rajkot,4-Nov-17,2017,0,0,0,India,Asia
7675,GD Phillips,New Zealand,DNB,0,-,-,-,-,-,1,India,Rajkot,4-Nov-17,2017,0,0,0,India,Asia
7676,IS Sodhi,New Zealand,DNB,0,-,-,-,-,-,1,India,Rajkot,4-Nov-17,2017,0,0,0,India,Asia
7677,MJ Santner,New Zealand,DNB,0,-,-,-,-,-,1,India,Rajkot,4-Nov-17,2017,0,0,0,India,Asia
7678,YS Chahal,INDIA,DNB,0,-,-,-,-,-,2,New Zealand,Rajkot,4-Nov-17,2017,0,0,0,India,Asia
7679,Mohammed Siraj,INDIA,DNB,0,-,-,-,-,-,2,New Zealand,Rajkot,4-Nov-17,2017,0,0,0,India,Asia
7680,YS Chahal,INDIA,DNB,0,-,-,-,-,-,1,New Zealand,Thiruvananthapuram,7-Nov-17,2017,0,0,0,India,Asia
7681,JJ Bumrah,INDIA,DNB,0,-,-,-,-,-,1,New Zealand,Thiruvananthapuram,7-Nov-17,2017,0,0,0,India,Asia
7682,Kuldeep Yadav,INDIA,DNB,0,-,-,-,-,-,1,New Zealand,Thiruvananthapuram,7-Nov-17,2017,0,0,0,India,Asia
7683,B Kumar,INDIA,DNB,0,-,-,-,-,-,1,New Zealand,Thiruvananthapuram,7-Nov-17,2017,0,0,0,India,Asia
7684,IS Sodhi,New Zealand,DNB,0,-,-,-,-,-,2,India,Thiruvananthapuram,7-Nov-17,2017,0,0,0,India,Asia
7685,TA Boult,New Zealand,DNB,0,-,-,-,-,-,2,India,Thiruvananthapuram,7-Nov-17,2017,0,0,0,India,Asia
7686,TG Southee,New Zealand,DNB,0,-,-,-,-,-,2,India,Thiruvananthapuram,7-Nov-17,2017,0,0,0,India,Asia
7687,HH Pandya,INDIA,DNB,0,-,-,-,-,-,1,Sri Lanka,Cuttack,20-Dec-17,2017,0,0,0,India,Asia
7688,YS Chahal,INDIA,DNB,0,-,-,-,-,-,1,Sri Lanka,Cuttack,20-Dec-17,2017,0,0,0,India,Asia
7689,JD Unadkat,INDIA,DNB,0,-,-,-,-,-,1,Sri Lanka,Cuttack,20-Dec-17,2017,0,0,0,India,Asia
7690,JJ Bumrah,INDIA,DNB,0,-,-,-,-,-,1,Sri Lanka,Cuttack,20-Dec-17,2017,0,0,0,India,Asia
7691,Kuldeep Yadav,INDIA,DNB,0,-,-,-,-,-,1,Sri Lanka,Cuttack,20-Dec-17,2017,0,0,0,India,Asia
7692,KD Karthik,INDIA,DNB,0,-,-,-,-,-,1,Sri Lanka,Cuttack,20-Dec-17,2017,0,0,0,India,Asia
7693,JJ Bumrah,INDIA,DNB,0,-,-,-,-,-,1,Sri Lanka,Indore,22-Dec-17,2017,0,0,0,India,Asia
7694,Kuldeep Yadav,INDIA,DNB,0,-,-,-,-,-,1,Sri Lanka,Indore,22-Dec-17,2017,0,0,0,India,Asia
7695,YS Chahal,INDIA,DNB,0,-,-,-,-,-,1,Sri Lanka,Indore,22-Dec-17,2017,0,0,0,India,Asia
7696,JD Unadkat,INDIA,DNB,0,-,-,-,-,-,1,Sri Lanka,Indore,22-Dec-17,2017,0,0,0,India,Asia
7697,Washington Sundar,INDIA,DNB,0,-,-,-,-,-,2,Sri Lanka,Mumbai,24-Dec-17,2017,0,0,0,India,Asia
7698,Mohammed Siraj,INDIA,DNB,0,-,-,-,-,-,2,Sri Lanka,Mumbai,24-Dec-17,2017,0,0,0,India,Asia
7699,Kuldeep Yadav,INDIA,DNB,0,-,-,-,-,-,2,Sri Lanka,Mumbai,24-Dec-17,2017,0,0,0,India,Asia
7700,JD Unadkat,INDIA,DNB,0,-,-,-,-,-,2,Sri Lanka,Mumbai,24-Dec-17,2017,0,0,0,India,Asia
7701,IS Sodhi,New Zealand,DNB,0,-,-,-,-,-,1,West Indies,Nelson,29-Dec-17,2017,0,0,0,New Zealand,Australia
7702,SHA Rance,New Zealand,DNB,0,-,-,-,-,-,1,West Indies,Nelson,29-Dec-17,2017,0,0,0,New Zealand,Australia
7703,SS Cottrell,West Indies,TDNB,0,-,-,-,-,-,-,New Zealand,Mount Maunganui,1-Jan-18,2018,0,0,0,New Zealand,Australia
7704,KOK Williams,West Indies,TDNB,0,-,-,-,-,-,-,New Zealand,Mount Maunganui,1-Jan-18,2018,0,0,0,New Zealand,Australia
7705,CAK Walton,West Indies,TDNB,0,-,-,-,-,-,-,New Zealand,Mount Maunganui,1-Jan-18,2018,0,0,0,New Zealand,Australia
7706,S Badree,West Indies,TDNB,0,-,-,-,-,-,-,New Zealand,Mount Maunganui,1-Jan-18,2018,0,0,0,New Zealand,Australia
7707,R Powell,West Indies,TDNB,0,-,-,-,-,-,-,New Zealand,Mount Maunganui,1-Jan-18,2018,0,0,0,New Zealand,Australia
7708,SD Hope,West Indies,TDNB,0,-,-,-,-,-,-,New Zealand,Mount Maunganui,1-Jan-18,2018,0,0,0,New Zealand,Australia
7709,CR Brathwaite,West Indies,TDNB,0,-,-,-,-,-,-,New Zealand,Mount Maunganui,1-Jan-18,2018,0,0,0,New Zealand,Australia
7710,AR Nurse,West Indies,TDNB,0,-,-,-,-,-,-,New Zealand,Mount Maunganui,1-Jan-18,2018,0,0,0,New Zealand,Australia
7711,ADS Fletcher,West Indies,TDNB,0,-,-,-,-,-,-,New Zealand,Mount Maunganui,1-Jan-18,2018,0,0,0,New Zealand,Australia
7712,CH Gayle,West Indies,TDNB,0,-,-,-,-,-,-,New Zealand,Mount Maunganui,1-Jan-18,2018,0,0,0,New Zealand,Australia
7713,SO Hetmyer,West Indies,TDNB,0,-,-,-,-,-,-,New Zealand,Mount Maunganui,1-Jan-18,2018,0,0,0,New Zealand,Australia
7714,MJ Santner,New Zealand,DNB,0,-,-,-,-,-,1,West Indies,Mount Maunganui,1-Jan-18,2018,0,0,0,New Zealand,Australia
7715,IS Sodhi,New Zealand,DNB,0,-,-,-,-,-,1,West Indies,Mount Maunganui,1-Jan-18,2018,0,0,0,New Zealand,Australia
7716,SHA Rance,New Zealand,DNB,0,-,-,-,-,-,1,West Indies,Mount Maunganui,1-Jan-18,2018,0,0,0,New Zealand,Australia
7717,DAJ Bracewell,New Zealand,DNB,0,-,-,-,-,-,1,West Indies,Mount Maunganui,1-Jan-18,2018,0,0,0,New Zealand,Australia
7718,TG Southee,New Zealand,DNB,0,-,-,-,-,-,1,West Indies,Mount Maunganui,1-Jan-18,2018,0,0,0,New Zealand,Australia
7719,TA Boult,New Zealand,DNB,0,-,-,-,-,-,1,West Indies,Mount Maunganui,3-Jan-18,2018,0,0,0,New Zealand,Australia
7720,TG Southee,New Zealand,DNB,0,-,-,-,-,-,1,West Indies,Mount Maunganui,3-Jan-18,2018,0,0,0,New Zealand,Australia
7721,DAJ Bracewell,New Zealand,DNB,0,-,-,-,-,-,1,West Indies,Mount Maunganui,3-Jan-18,2018,0,0,0,New Zealand,Australia
7722,IS Sodhi,New Zealand,DNB,0,-,-,-,-,-,1,West Indies,Mount Maunganui,3-Jan-18,2018,0,0,0,New Zealand,Australia
7723,SD Hope,West Indies,absent,0,-,-,-,-,-,2,New Zealand,Mount Maunganui,3-Jan-18,2018,0,0,0,New Zealand,Australia
7724,MJ Santner,New Zealand,DNB,0,-,-,-,-,-,2,Pakistan,Wellington,22-Jan-18,2018,0,0,0,New Zealand,Australia
7725,AK Kitchen,New Zealand,DNB,0,-,-,-,-,-,2,Pakistan,Wellington,22-Jan-18,2018,0,0,0,New Zealand,Australia
7726,C de Grandhomme,New Zealand,DNB,0,-,-,-,-,-,2,Pakistan,Wellington,22-Jan-18,2018,0,0,0,New Zealand,Australia
7727,IS Sodhi,New Zealand,DNB,0,-,-,-,-,-,2,Pakistan,Wellington,22-Jan-18,2018,0,0,0,New Zealand,Australia
7728,SHA Rance,New Zealand,DNB,0,-,-,-,-,-,2,Pakistan,Wellington,22-Jan-18,2018,0,0,0,New Zealand,Australia
7729,TG Southee,New Zealand,DNB,0,-,-,-,-,-,2,Pakistan,Wellington,22-Jan-18,2018,0,0,0,New Zealand,Australia
7730,TA Boult,New Zealand,DNB,0,-,-,-,-,-,2,Pakistan,Mount Maunganui,28-Jan-18,2018,0,0,0,New Zealand,Australia
7731,TG Southee,New Zealand,DNB,0,-,-,-,-,-,2,Pakistan,Mount Maunganui,28-Jan-18,2018,0,0,0,New Zealand,Australia
7732,IS Sodhi,New Zealand,DNB,0,-,-,-,-,-,2,Pakistan,Mount Maunganui,28-Jan-18,2018,0,0,0,New Zealand,Australia
7733,TA Boult,New Zealand,DNB,0,-,-,-,-,-,1,Australia,Sydney,3-Feb-18,2018,0,0,0,Australia,Australia
7734,AC Agar,Australia,DNB,0,-,-,-,-,-,2,New Zealand,Sydney,3-Feb-18,2018,0,0,0,Australia,Australia
7735,A Zampa,Australia,DNB,0,-,-,-,-,-,2,New Zealand,Sydney,3-Feb-18,2018,0,0,0,Australia,Australia
7736,MP Stoinis,Australia,DNB,0,-,-,-,-,-,2,New Zealand,Sydney,3-Feb-18,2018,0,0,0,Australia,Australia
7737,KW Richardson,Australia,DNB,0,-,-,-,-,-,2,New Zealand,Sydney,3-Feb-18,2018,0,0,0,Australia,Australia
7738,B Stanlake,Australia,DNB,0,-,-,-,-,-,2,New Zealand,Sydney,3-Feb-18,2018,0,0,0,Australia,Australia
7739,AJ Tye,Australia,DNB,0,-,-,-,-,-,2,New Zealand,Sydney,3-Feb-18,2018,0,0,0,Australia,Australia
7740,AJ Tye,Australia,DNB,0,-,-,-,-,-,2,England,Hobart,7-Feb-18,2018,0,0,0,Australia,Australia
7741,KW Richardson,Australia,DNB,0,-,-,-,-,-,2,England,Hobart,7-Feb-18,2018,0,0,0,Australia,Australia
7742,B Stanlake,Australia,DNB,0,-,-,-,-,-,2,England,Hobart,7-Feb-18,2018,0,0,0,Australia,Australia
7743,AC Agar,Australia,DNB,0,-,-,-,-,-,2,England,Hobart,7-Feb-18,2018,0,0,0,Australia,Australia
7744,TK Curran,England,DNB,0,-,-,-,-,-,1,Australia,Melbourne,10-Feb-18,2018,0,0,0,Australia,Australia
7745,AU Rashid,England,DNB,0,-,-,-,-,-,1,Australia,Melbourne,10-Feb-18,2018,0,0,0,Australia,Australia
7746,LA Dawson,England,DNB,0,-,-,-,-,-,1,Australia,Melbourne,10-Feb-18,2018,0,0,0,Australia,Australia
7747,MP Stoinis,Australia,DNB,0,-,-,-,-,-,2,England,Melbourne,10-Feb-18,2018,0,0,0,Australia,Australia
7748,KW Richardson,Australia,DNB,0,-,-,-,-,-,2,England,Melbourne,10-Feb-18,2018,0,0,0,Australia,Australia
7749,AC Agar,Australia,DNB,0,-,-,-,-,-,2,England,Melbourne,10-Feb-18,2018,0,0,0,Australia,Australia
7750,B Stanlake,Australia,DNB,0,-,-,-,-,-,2,England,Melbourne,10-Feb-18,2018,0,0,0,Australia,Australia
7751,AJ Tye,Australia,DNB,0,-,-,-,-,-,2,England,Melbourne,10-Feb-18,2018,0,0,0,Australia,Australia
7752,AT Carey,Australia,DNB,0,-,-,-,-,-,2,England,Melbourne,10-Feb-18,2018,0,0,0,Australia,Australia
7753,MJ Santner,New Zealand,DNB,0,-,-,-,-,-,1,England,Wellington,13-Feb-18,2018,0,0,0,New Zealand,Australia
7754,TA Boult,New Zealand,DNB,0,-,-,-,-,-,1,England,Wellington,13-Feb-18,2018,0,0,0,New Zealand,Australia
7755,TG Southee,New Zealand,DNB,0,-,-,-,-,-,1,England,Wellington,13-Feb-18,2018,0,0,0,New Zealand,Australia
7756,IS Sodhi,New Zealand,DNB,0,-,-,-,-,-,1,England,Wellington,13-Feb-18,2018,0,0,0,New Zealand,Australia
7757,IS Sodhi,New Zealand,DNB,0,-,-,-,-,-,1,Australia,Auckland,16-Feb-18,2018,0,0,0,New Zealand,Australia
7758,TA Boult,New Zealand,DNB,0,-,-,-,-,-,1,Australia,Auckland,16-Feb-18,2018,0,0,0,New Zealand,Australia
7759,TG Southee,New Zealand,DNB,0,-,-,-,-,-,1,Australia,Auckland,16-Feb-18,2018,0,0,0,New Zealand,Australia
7760,AC Agar,Australia,DNB,0,-,-,-,-,-,2,New Zealand,Auckland,16-Feb-18,2018,0,0,0,New Zealand,Australia
7761,B Stanlake,Australia,DNB,0,-,-,-,-,-,2,New Zealand,Auckland,16-Feb-18,2018,0,0,0,New Zealand,Australia
7762,AJ Tye,Australia,DNB,0,-,-,-,-,-,2,New Zealand,Auckland,16-Feb-18,2018,0,0,0,New Zealand,Australia
7763,KW Richardson,Australia,DNB,0,-,-,-,-,-,2,New Zealand,Auckland,16-Feb-18,2018,0,0,0,New Zealand,Australia
7764,AU Rashid,England,DNB,0,-,-,-,-,-,1,New Zealand,Hamilton,18-Feb-18,2018,0,0,0,New Zealand,Australia
7765,TK Curran,England,DNB,0,-,-,-,-,-,1,New Zealand,Hamilton,18-Feb-18,2018,0,0,0,New Zealand,Australia
7766,TL Seifert,New Zealand,DNB,0,-,-,-,-,-,2,England,Hamilton,18-Feb-18,2018,0,0,0,New Zealand,Australia
7767,MJ Santner,New Zealand,DNB,0,-,-,-,-,-,2,England,Hamilton,18-Feb-18,2018,0,0,0,New Zealand,Australia
7768,TA Boult,New Zealand,DNB,0,-,-,-,-,-,2,England,Hamilton,18-Feb-18,2018,0,0,0,New Zealand,Australia
7769,TG Southee,New Zealand,DNB,0,-,-,-,-,-,2,England,Hamilton,18-Feb-18,2018,0,0,0,New Zealand,Australia
7770,IS Sodhi,New Zealand,DNB,0,-,-,-,-,-,2,England,Hamilton,18-Feb-18,2018,0,0,0,New Zealand,Australia
7771,JD Unadkat,INDIA,DNB,0,-,-,-,-,-,1,South Africa,Johannesburg,18-Feb-18,2018,0,0,0,South Africa,Africa
7772,JJ Bumrah,INDIA,DNB,0,-,-,-,-,-,1,South Africa,Johannesburg,18-Feb-18,2018,0,0,0,South Africa,Africa
7773,YS Chahal,INDIA,DNB,0,-,-,-,-,-,1,South Africa,Johannesburg,18-Feb-18,2018,0,0,0,South Africa,Africa
7774,B Kumar,INDIA,DNB,0,-,-,-,-,-,1,South Africa,Johannesburg,18-Feb-18,2018,0,0,0,South Africa,Africa
7775,CA Lynn,Australia,DNB,0,-,-,-,-,-,2,New Zealand,Auckland,21-Feb-18,2018,0,0,0,New Zealand,Australia
7776,B Stanlake,Australia,DNB,0,-,-,-,-,-,2,New Zealand,Auckland,21-Feb-18,2018,0,0,0,New Zealand,Australia
7777,AJ Tye,Australia,DNB,0,-,-,-,-,-,2,New Zealand,Auckland,21-Feb-18,2018,0,0,0,New Zealand,Australia
7778,AT Carey,Australia,DNB,0,-,-,-,-,-,2,New Zealand,Auckland,21-Feb-18,2018,0,0,0,New Zealand,Australia
7779,MP Stoinis,Australia,DNB,0,-,-,-,-,-,2,New Zealand,Auckland,21-Feb-18,2018,0,0,0,New Zealand,Australia
7780,KW Richardson,Australia,DNB,0,-,-,-,-,-,2,New Zealand,Auckland,21-Feb-18,2018,0,0,0,New Zealand,Australia
7781,HH Pandya,INDIA,DNB,0,-,-,-,-,-,1,South Africa,Centurion,21-Feb-18,2018,0,0,0,South Africa,Africa
7782,YS Chahal,INDIA,DNB,0,-,-,-,-,-,1,South Africa,Centurion,21-Feb-18,2018,0,0,0,South Africa,Africa
7783,B Kumar,INDIA,DNB,0,-,-,-,-,-,1,South Africa,Centurion,21-Feb-18,2018,0,0,0,South Africa,Africa
7784,SN Thakur,INDIA,DNB,0,-,-,-,-,-,1,South Africa,Centurion,21-Feb-18,2018,0,0,0,South Africa,Africa
7785,JD Unadkat,INDIA,DNB,0,-,-,-,-,-,1,South Africa,Centurion,21-Feb-18,2018,0,0,0,South Africa,Africa
7786,T Shamsi,South Africa,DNB,0,-,-,-,-,-,2,India,Centurion,21-Feb-18,2018,0,0,0,South Africa,Africa
7787,AL Phehlukwayo,South Africa,DNB,0,-,-,-,-,-,2,India,Centurion,21-Feb-18,2018,0,0,0,South Africa,Africa
7788,D Paterson,South Africa,DNB,0,-,-,-,-,-,2,India,Centurion,21-Feb-18,2018,0,0,0,South Africa,Africa
7789,CJ Dala,South Africa,DNB,0,-,-,-,-,-,2,India,Centurion,21-Feb-18,2018,0,0,0,South Africa,Africa
7790,CH Morris,South Africa,DNB,0,-,-,-,-,-,2,India,Centurion,21-Feb-18,2018,0,0,0,South Africa,Africa
7791,JJ Bumrah,INDIA,DNB,0,-,-,-,-,-,1,South Africa,Cape Town,24-Feb-18,2018,0,0,0,South Africa,Africa
7792,SN Thakur,INDIA,DNB,0,-,-,-,-,-,1,South Africa,Cape Town,24-Feb-18,2018,0,0,0,South Africa,Africa
7793,CJ Dala,South Africa,DNB,0,-,-,-,-,-,2,India,Cape Town,24-Feb-18,2018,0,0,0,South Africa,Africa
7794,T Shamsi,South Africa,DNB,0,-,-,-,-,-,2,India,Cape Town,24-Feb-18,2018,0,0,0,South Africa,Africa
7795,AL Phehlukwayo,South Africa,DNB,0,-,-,-,-,-,2,India,Cape Town,24-Feb-18,2018,0,0,0,South Africa,Africa
7796,AM Phangiso,South Africa,DNB,0,-,-,-,-,-,2,India,Cape Town,24-Feb-18,2018,0,0,0,South Africa,Africa
7797,Washington Sundar,INDIA,DNB,0,-,-,-,-,-,1,Sri Lanka,Colombo (RPS),6-Mar-18,2018,0,0,0,Sri Lanka,Asia
7798,SN Thakur,INDIA,DNB,0,-,-,-,-,-,1,Sri Lanka,Colombo (RPS),6-Mar-18,2018,0,0,0,Sri Lanka,Asia
7799,JD Unadkat,INDIA,DNB,0,-,-,-,-,-,1,Sri Lanka,Colombo (RPS),6-Mar-18,2018,0,0,0,Sri Lanka,Asia
7800,V Shankar,INDIA,DNB,0,-,-,-,-,-,1,Sri Lanka,Colombo (RPS),6-Mar-18,2018,0,0,0,Sri Lanka,Asia
7801,YS Chahal,INDIA,DNB,0,-,-,-,-,-,1,Sri Lanka,Colombo (RPS),6-Mar-18,2018,0,0,0,Sri Lanka,Asia
7802,Washington Sundar,INDIA,DNB,0,-,-,-,-,-,2,Bangladesh,Colombo (RPS),8-Mar-18,2018,0,0,0,Sri Lanka,Asia
